id,title,year,movie_embedding
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,"[0.0007467178,0.00402695,-0.0036863906,0.0047205864,-0.0008340045,-0.0050059147,0.002438305,0.0044184886,-0.008663872,-0.003785083,-0.003280837,-0.0122563625,0.001055847,0.005162951,0.018526291,0.0033728578,0.005760257,-0.0069402587,-0.007928902,0.0031999913,0.0037812723,-0.0057313354,0.006275253,0.010863014,0.0029583853,0.017194806,0.005577083,0.00030468946,0.01385077,0.005714653,0.013399921,-0.015042624,0.005698068,-0.0032662156,5.5276872e-05,0.007457389,0.017337099,-0.0005719564,0.0028327976,-0.008399862,-0.0033320163,0.005370956,0.010809216,0.007762683,0.0016218802,0.003955187,0.010322526,0.011335219,0.015720995,-0.011390759,0.008180204,0.0016764372,0.0012592308,0.011787291,0.0050465576,-0.005311879,0.0069385697,0.01061583,0.003932221,0.007391752,0.007943494,0.016751941,-0.005708144,-0.005974642,-0.0006656545,0.017330388,0.017541667,0.0102935415,-0.0035648784,0.036806393,-0.0045071295,-0.0005535463,0.02283562,0.013901931,0.011439838,0.029887192,-0.0009001404,-0.0021200946,0.021108279,-0.0024263011,-0.007309851,0.014151237,0.0081579555,0.018324982,0.0040883063,0.015046181,0.010797133,0.002856704,0.0039937175,-0.0017095604,0.0049580648,0.009165941,-0.0071691945,0.008327664,0.0055846046,-0.006980037,0.020191316,-0.011003711,-0.0037972243,0.004181426]"
31,Dangerous Minds,1995,"[0.0009954452,-0.00667503,0.00432082,-0.005908269,0.004803948,-0.0017831948,0.008884398,0.002008074,0.007315474,-0.0070411493,0.019237526,-0.00036160246,0.003807532,0.0105449,0.009688795,0.007240937,0.01992584,0.0010297789,-0.013898206,-0.005523838,-0.005220025,-0.005878376,-0.008438205,-0.0024356039,0.009125147,0.032244712,0.005628029,0.021302408,0.014089076,0.02558311,-0.0026411915,-0.018064126,-0.0041916943,0.0020501204,-0.02406311,-0.02479607,-0.008227229,-0.022375284,0.0055416175,0.011377861,0.010827892,-0.015462248,-0.0028155146,-0.0011964932,-0.005304093,0.016370706,-0.016391909,0.008710234,0.011953888,0.0042933375,0.0070910263,-0.00022921685,0.015232691,0.013047655,-0.001594784,0.019459816,-0.0004011452,0.02175831,0.007980114,-0.0015876145,0.0072276043,0.023593599,-0.0036019457,0.021381969,0.0135178,0.016738312,0.025624607,0.010974711,0.015956094,0.0018235915,0.0014608008,0.002917666,0.011410421,0.01261643,-0.01358608,0.00432549,0.0099033285,0.0011612216,0.01433286,-0.0026132064,-0.0032112794,0.008580921,0.0042614043,-0.01094766,-0.019320108,-0.0026257974,0.0015081128,-0.009105494,0.019977989,-8.7194785e-05,-0.0025065155,0.0044021974,0.009665266,-0.014478786,0.004091595,-0.002179353,0.0025043644,-0.011052779,0.020607337,0.0022623097]"
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,"[-0.0026001334,0.022204176,-0.0028104866,0.005681611,-0.008347361,-0.016089678,0.017913695,0.0015166611,0.012677548,-0.014059582,0.017135652,0.0012554178,-0.017087705,0.02742497,0.009816273,-0.0029638207,0.0046982355,-0.01633302,-0.014431422,0.014457167,0.0009660227,-0.019346632,0.019077497,0.022607261,0.022902472,0.029987903,0.02163584,0.004541172,0.015899628,0.005897791,-0.0029956978,-0.0011584414,-0.014342907,-0.012245019,0.017531201,-0.026222639,-0.004845112,0.007238562,0.001063381,0.0066002416,0.014414935,-0.02461392,0.0074062846,0.008725021,0.0079801185,0.010048838,-0.010629803,0.020681147,0.023006534,0.035438795,0.008148978,0.007869714,0.014363399,-0.0028296881,0.024048774,0.032221567,0.0035412195,0.051585667,-0.008204877,0.02857338,0.0013847494,0.0026883108,0.0010831358,0.01440602,-0.00958561,0.040047675,0.006047883,0.0053699138,0.019978562,0.010778871,-0.013764469,0.011555473,0.030772375,0.016078651,-0.01811246,-0.0029330202,0.011290591,-0.020689892,0.012445417,0.022466552,0.009260603,0.011965321,0.00065528444,-0.0007019647,0.02354015,-0.0060252263,0.0068318644,0.004327713,0.012876678,0.0017324575,0.01742742,-0.015619307,0.0014109322,0.0071293544,0.0002743258,-0.0065241037,0.0028170322,0.0012708207,-0.021464076,-0.003987891]"
33,Unknown,,"[0.004621144,-0.009058443,-0.031562347,-0.041025706,-0.009335295,-2.7668075e-05,0.01634449,0.035952143,-0.023960387,-0.011994483,-0.025547957,0.0016160073,0.017085087,0.00026791275,0.016874846,-0.0222045,-0.018939963,-0.007591781,0.006705983,0.013406646,0.038493734,0.0321814,0.013148917,0.03460027,0.014759005,0.008722405,0.056005776,0.023257203,0.018521417,-0.02275594,-0.013623734,-0.030308204,-0.017527636,0.013908762,0.04011713,0.0074278153,-0.014146442,-0.00043927116,0.0066972496,-0.00261686,0.025024202,0.007892234,-0.002543159,0.029876102,0.029696345,-0.026066305,0.028445542,-0.006112444,0.009218416,0.0060630296,0.05165757,-0.0009799217,-0.022109881,0.027719576,0.03544773,0.023589348,-0.013690278,0.006902796,-0.020715186,0.036235653,-0.00052329735,-0.01997679,0.02955899,0.05450361,0.001207609,0.025532253,-0.0011038365,0.010149342,-0.029901013,0.00011947156,-0.026794093,0.006515367,-0.005799319,-0.0021302355,0.0028796762,0.028437454,0.028748538,0.01209782,-0.011950814,0.009934808,-0.003452881,0.011002104,0.026564648,-0.022146769,0.033095174,0.01812078,0.025672639,0.007542579,-0.01780374,0.02142175,-0.0069890963,-0.04047146,0.030477427,0.005130151,-0.003112134,0.0018637596,0.006177871,0.014243339,0.006788256,-0.0072598355]"
34,Babe,1995,"[-0.0013116864,0.0063287206,-0.023188317,0.0045291805,-0.013021226,0.009051965,-0.011393457,0.009725573,0.027710695,-0.0047138752,-0.009873684,-0.0070682233,-0.022305848,-0.0046218424,0.025554163,-0.0022395577,0.021832494,0.003165499,0.003265039,-0.006875475,-0.0036223384,0.014161644,0.013552119,0.028158998,0.0073445686,-0.0039999117,0.017729793,0.008327152,-0.008553279,0.0056726956,-0.0030990848,3.8925413e-05,0.016665345,0.022607451,0.002625471,0.027595887,0.005227798,0.036819946,-0.009599587,0.0002798364,-0.007549889,0.021275673,0.003781429,-0.014805793,0.014408354,0.0047509717,0.02089198,0.005445336,-0.006434143,0.020015782,-0.017044637,-0.023508074,-0.0017009417,-0.008074366,-0.0077217524,0.0044833305,0.002352833,0.0034395643,0.03311085,-0.012108394,0.011168069,-0.021451471,0.017512642,0.0043429867,0.023353081,-0.014138964,-0.010571175,0.008224227,0.040550914,-0.007436967,0.008003699,0.008528839,0.005774165,-0.0061903712,-0.010166589,0.006090111,-0.0074335556,0.0070084436,0.00071250816,-0.0036478413,0.0043845135,0.029558267,0.0055313,0.020716017,0.013552997,0.007203886,-0.0010282677,-0.017836556,0.0024078358,0.0239933,-0.001727199,-0.013442465,-0.012857627,-0.01711933,0.040895157,-0.01630246,0.0038865197,0.018512167,0.017351557,0.015444097]"
35,Unknown,,"[0.013832866,-0.0054570897,-0.0034126472,0.0073803216,-0.0036660319,0.0042140055,0.012096179,0.0071180086,-0.0045095435,0.0043107565,-0.004457335,-0.016933491,0.004519696,-0.0026636617,-0.003157935,-0.004499713,-0.0010650313,0.008673107,-0.0037518255,0.004910314,-0.0026627863,0.0018480152,0.0035180468,0.01044496,0.012637008,-0.0037036214,0.0009723151,-0.00823714,-0.0025639853,-0.011773721,0.00381794,0.0170129,-0.0069366093,5.653425e-06,0.0065308246,-0.0011292666,-0.011511504,0.0046508973,-0.010639556,0.01648803,0.006393116,-0.00089863513,-0.0004124889,0.0071464,-0.008994843,0.010730274,0.0068005216,-0.0020105573,0.0034507343,-0.009095585,0.00064423913,0.0014916136,0.014299412,-0.0043772734,0.007172009,0.009582338,-0.008251546,0.0012193643,0.0026263178,-0.004874189,0.009628956,0.0032963117,0.009798845,-0.00255586,-0.006920998,0.0135795055,-0.0023846533,0.0037248326,0.0018850578,0.0021199172,-0.0033381525,-0.0038761362,0.0107991295,-0.00030663528,0.0021021622,0.0037627674,0.0054223407,0.0017620601,-0.0024412787,0.0011279248,0.0062828283,0.0008340413,0.025652492,-0.0034346383,0.0016124028,0.0006054211,0.01815403,-0.0003132215,0.0138793,-0.002658124,0.014333311,-0.0023849132,0.0011810425,0.006457963,0.007420297,0.009234831,-0.0042987387,0.006695932,0.0017464826,-0.0047166077]"
36,Dead Man Walking,1995,"[-0.0052659526,-0.008005774,0.0020476875,0.0066465824,-0.0020168629,-0.0003827226,-0.021546505,0.011799093,0.009483056,-0.0011603814,-0.0029772294,0.006419382,0.0017828072,0.006955573,0.0043513505,-0.0050678332,-0.015294035,-0.017709719,-0.00041725655,0.0058142324,0.0094920285,0.009633271,0.009065606,-0.0026161922,0.00010280276,0.0029253678,0.007208864,-0.013352231,-0.0072876783,-0.0012237357,-0.0022686052,-0.010276867,0.0059710466,0.005594802,-0.0051451437,0.0028814655,0.0017129098,0.00564999,-0.0013915673,-0.0013416565,-0.0037705814,-0.0039148405,-0.0018979857,0.008882308,-0.0010480287,-0.0045435014,0.012250992,0.015677692,0.0033743475,0.0069151646,0.005642068,0.006268616,-0.0066208486,0.001999768,-0.003936385,0.0026867792,0.0035616464,0.0034134048,-0.009004273,0.010890772,0.003829245,-0.0047084596,0.0020229165,0.00039409965,-0.010552426,-0.005239849,0.005759949,0.007525158,0.010212107,0.00947634,0.01455671,0.0014403211,0.0026101589,-0.011669562,0.0079560345,0.0030858433,-0.002904251,-4.3944143e-05,0.009760978,0.0031404526,0.017070469,0.0055928947,0.0014351093,0.0041916273,0.0012745521,-0.0034862699,0.009278896,0.018664716,0.0123468675,-0.0031237323,0.00461539,-0.0012826606,0.012653622,0.0003139944,0.0071078204,0.015961632,-0.0030228985,0.006483865,-0.0014618608,-0.0020351422]"
37,Unknown,,"[0.0024333654,-0.008105275,-0.00086442695,0.0012413376,0.009001001,0.000112602975,-0.008858656,0.0068401173,0.0011763728,0.015312877,-0.010212167,-0.010578567,-0.009003946,0.008986159,0.015072988,0.009162511,0.018362146,0.0088705635,0.010126763,0.0008778454,-0.0024951359,0.011352974,0.0075568897,0.012213969,0.007975384,0.012754463,-0.0035779711,0.004747514,0.012100216,-0.0022721877,0.000847093,-0.0075161858,-0.011142781,0.012770606,-0.004787179,0.0012580851,-0.0045480207,0.008056286,-0.007884528,0.007938594,0.0075433045,0.006106054,0.004841939,0.010128596,0.003979583,0.0063492074,0.00044837935,0.009406552,-0.00252928,0.015275441,-0.012820669,0.014563938,0.00962637,0.00061854604,-0.005322703,0.0063660676,0.006139841,2.8069371e-05,-0.0005968351,-0.0037719582,0.020306079,0.013687492,-0.0033433342,0.00490575,-0.0052312547,0.0016258658,0.004128885,0.009084811,-0.00046572465,0.0087925205,0.008637498,-0.000979669,0.011989443,-0.0027922352,0.011800596,-0.007634202,0.013882763,0.003383586,0.009005647,0.0107633015,-0.002885483,0.0060061403,0.0073078903,0.0046652146,-0.006400746,0.011507632,0.020469604,0.011665073,0.0053982097,-0.0030876414,0.006174681,0.0031467038,0.010965844,-0.0010112002,0.009342611,0.0094312355,-0.0043426175,-0.0016212283,0.009820684,0.0024520042]"
38,It Takes Two,1995,"[0.007675677,-0.007822726,0.005488918,0.005599618,0.00053529185,0.00425796,0.011783482,0.004843025,-0.0037707896,0.0075674746,0.005411986,-0.0045761294,0.005723981,0.0036784292,-0.0037484942,0.0017828316,0.006785366,0.0031136104,-0.0049927738,-0.00028560785,0.014909043,0.010956393,-0.0016661478,0.01871759,0.009601052,-0.008132459,0.013465674,-0.00073721807,0.008872461,-0.0020473723,0.008254358,0.005609661,0.007875744,-0.0036884353,0.026649069,0.003997615,0.00072915544,0.013010524,-0.0061765118,0.017666653,0.009399723,-0.015525887,0.00593935,0.011088882,0.002975711,-6.697508e-05,0.017626189,-0.0040746615,0.011259294,-0.004383723,0.006389632,0.0002360799,0.015824102,-0.013423884,0.010304413,0.00021224555,0.021034174,0.013797225,0.0071031232,-0.0017741905,0.008482517,-0.0041699936,0.010666344,-0.007594325,-0.0103042,0.021609353,-0.0072495416,-0.0012126301,0.004421938,0.0019742707,0.0004159414,-0.00030836472,0.006233182,0.015393196,-0.0125428345,0.0078498535,0.017728366,0.009302277,0.003626693,0.005675367,0.029025692,0.010624614,0.023332601,0.0070914463,0.0040963516,-0.008134196,0.025219036,-0.004325346,0.0035228578,0.0013533613,0.013556133,0.000922603,-0.0062332377,0.0023639598,0.0005256859,0.005603433,-0.008249211,0.008460878,-0.0026034464,-0.00062271045]"
39,Clueless,1995,"[0.0051709,-0.004628092,-0.0049193776,0.0037903935,0.03796638,0.015981859,0.02470139,0.02737539,0.011136509,-0.022163436,-0.0023134633,-0.009887796,0.020258334,0.0018771718,0.02293923,-0.008342975,0.016809886,-0.0065620877,-0.0061415727,0.012350888,0.012154628,0.029698687,0.0021033664,-0.018905533,-0.0059597003,0.0305618,0.0135306185,0.02609518,-0.005195619,-0.011712324,-0.014063262,-0.01830692,-0.004021122,0.019337978,0.023724133,0.010974433,0.0070913625,-0.011832946,0.02060972,0.0039230543,-0.0060517294,0.001317808,-0.016628863,-0.009419037,0.01164211,0.010532951,-0.010454991,-0.030074524,-0.007456243,-0.012191713,-0.012991458,0.039730247,0.008269866,0.022858204,-0.010714341,0.000471339,-0.0023169876,-0.012699217,-0.008709545,-0.015532799,-0.0140601415,0.013069692,-0.0006809902,0.016883604,0.0010796662,0.012770585,0.026047174,0.026547378,-0.0017124835,0.011427248,0.005505755,0.02359362,-0.01462929,-0.00015845758,0.008413589,-0.016213229,0.0075369948,0.006573264,0.003098825,0.004517773,-0.022437552,0.013391992,0.0045359004,0.025470575,0.008206734,-0.008887332,-0.0127164135,0.03587842,-0.014787299,-0.009688739,0.0067113177,0.018049717,0.0062115216,-0.009978954,0.023141118,0.0025814287,0.029661985,0.0061750296,-0.004085664,-0.017156748]"
40,"Cry, the Beloved Country",1995,"[0.018682307,0.0026770746,-0.0023145427,-0.01318504,0.0029897713,0.008909634,0.003495031,0.0045425193,0.010385827,-0.02237999,-0.026492115,-0.011999491,0.016421651,0.003569746,0.0023253914,-0.008457863,0.005822533,0.004553828,0.016185617,0.008387504,0.029111719,-0.008472253,-0.0048021683,0.020772323,0.0038792987,-0.013156833,0.012093821,-0.017660383,-0.0028996565,-0.014766187,0.0055608526,0.025041534,0.018311562,-0.012776695,0.022068527,-0.008886917,0.0012769614,0.025356451,-0.016574513,0.011451197,0.015527167,0.006283537,-0.0028610039,0.010905843,-0.006463759,0.0018756472,0.028579839,-0.010886878,0.02678335,0.0030238056,0.013871852,0.011924407,0.03139462,-0.016987571,0.0077056726,-0.0046405112,0.0008019209,0.010768932,-0.020979185,0.0041392976,-0.00879207,0.015879843,0.003309253,-0.007459879,-0.022972468,0.029341985,0.007893837,0.008124878,-0.010079058,0.0024589247,-0.0038657568,0.036106408,0.0145534305,0.00942977,-0.0017071943,-0.0122936,-4.7481208e-05,-0.003584437,-0.008292388,-0.0073088296,0.029421968,0.014629108,0.0229156,-0.0012648127,0.022709869,-0.0122500155,0.020119628,0.0041488744,0.018417193,0.0020829118,0.001253989,-0.005813173,6.4450556e-05,0.01608213,0.005877894,0.015352718,0.008543884,0.018778997,0.007345198,0.012498652]"
43,Restoration,1995,"[-0.0017361455,-0.0007621435,0.026133047,-0.0060747126,-0.0011656231,0.017548105,0.013027631,-0.0069970936,0.026480732,0.01339409,0.005701897,-0.02201135,-0.005829359,0.013752935,0.020413522,0.024252292,0.011325116,0.0078816805,0.030545447,0.008104285,-0.0045371247,0.0076659713,-0.012633551,0.015544102,0.018413229,0.012130339,-0.006988988,-0.0063973535,-0.005475397,0.0016015056,-0.018377779,0.02516764,0.0065167346,0.015157461,0.0136096515,-0.0016121464,-0.017591238,-0.019230966,0.02542524,0.021709379,-0.025246212,-0.0023916499,0.0062366417,-0.0030143985,0.006161008,-0.016664518,0.026834833,-0.0056931023,0.025374569,0.030064756,0.0021097702,0.040289838,0.022691695,-0.0012220459,0.0060075116,-0.015784867,0.02732266,0.0066078724,-0.0028367697,-0.014632905,0.0029384175,0.021200335,-2.1933349e-05,0.010568176,-0.0028724428,-0.014302593,0.015336407,0.023723917,-0.0076646027,0.013645807,0.025174081,-0.01861847,-0.0027656443,-0.002838442,-0.019704422,-0.0026588826,-0.0018404495,0.01398844,-0.005995662,-0.00883142,0.009467154,0.017032458,0.021000877,0.004749435,0.0068350257,0.024280457,0.008239767,-0.005101392,0.05436542,-0.015399759,0.0030723454,-0.0034403051,0.0091930665,-0.006382033,-0.0019940897,-0.0012415797,0.022758566,0.0039212983,-0.015936032,-0.007174215]"
44,Mortal Kombat,1995,"[-0.0016577471,0.016667657,-0.0023439042,-0.024643509,-0.018556215,0.008045308,-0.0038867113,-0.0057803285,-0.0029916328,0.002095203,0.010619536,0.009993381,-6.933167e-05,0.023944799,0.028370572,0.0137601625,-0.008714479,-0.007789896,-0.005517769,-0.00029534785,0.0038919402,-0.008018569,0.0033759775,0.0035299691,0.013062282,0.014880913,-0.003952164,0.0006141085,0.0061281375,0.018105721,-0.007015538,-0.008233586,-0.007995399,-0.01068509,0.008507278,-0.0070930514,-0.0013160708,0.0155146895,0.0022285872,-0.005729231,-0.003329022,-0.0070523177,0.0021275869,0.002161946,0.00917764,0.01913914,-0.015222242,0.010842903,0.027556606,0.02279035,0.0069395704,-0.0006942365,-0.012946648,0.011256046,0.006800734,0.014090189,-0.007969074,0.0095153395,-0.0049792337,0.009912251,0.020154113,0.008976539,-0.007912226,0.006433737,0.012600676,0.0064014625,0.0057345913,-7.614168e-05,0.0041226475,-0.0050973566,0.0055707474,0.010098169,0.0065600676,8.835794e-05,-0.012196867,-0.008815577,0.0075273607,0.0064902212,0.022097541,0.011284736,-0.0022157226,0.0011840744,-0.009378748,-0.00053813966,0.010931296,0.00856506,0.0031805162,-0.0007333632,0.0072025675,0.011003042,-0.012792836,-0.020998735,0.0066161277,0.01050117,0.0053611705,-0.014025841,-0.004344871,0.001496012,-0.0067240875,0.0068558697]"
45,To Die For,1995,"[0.054205004,-0.012647284,-0.009375804,-0.034526646,-0.016878821,0.031199832,0.062865004,0.008921922,-0.01913975,0.015989095,-0.0015314112,0.03378588,0.036287382,0.0256708,0.013006802,0.04377057,0.03528135,0.0026401153,-0.01584081,0.03958158,-0.002143703,0.032148678,0.0050309375,-0.012191975,0.0071692457,-0.021536894,-0.014223127,0.016596138,-0.021334963,0.03478361,0.031320356,0.033227284,-0.004969645,0.020329308,-0.009897287,0.00343776,0.0086834915,-0.016605757,-0.039236173,-0.015432967,-0.021649446,-0.0003146427,0.031357966,0.013056606,-0.013983043,0.03265981,0.048528455,-0.012805873,-0.024599189,-0.042184908,0.025892822,0.04262456,0.04566117,0.020557288,0.0017718006,0.058700994,-0.036601175,-0.045272235,-0.027363215,0.01905255,0.0038384383,-0.0031313878,-0.011950115,0.003384556,-0.042861037,0.0038779264,-0.0102356775,0.017911958,0.027459918,-0.027800746,0.034041587,0.013107389,-0.029687125,0.008392223,-0.034043595,0.0014543516,-0.024777234,0.0077365246,0.027955675,0.032111004,0.00563404,-0.017924316,0.045946218,-0.010177468,-0.005369585,-0.0005143458,0.0078101098,0.005679199,-0.01625606,-0.009680898,0.01795157,-0.014600717,0.06564439,0.043712568,0.05406927,-0.02340276,-0.008034311,-0.06284214,0.0057192277,-0.010589534]"
46,How to Make an American Quilt,1995,"[0.014202066,0.00027305662,0.0019736784,0.00012138157,0.005825513,0.005996054,-0.004775089,0.0144646,0.0064737094,-0.0019822211,-0.004516187,-0.018457524,0.005277401,0.00365643,-0.0019624159,0.0051547326,0.016380992,0.0144549515,0.013191406,0.0005355488,0.0028999045,0.0018014263,-0.0017431767,0.007628322,0.0071913213,0.0028181835,0.008104874,-0.0057272376,0.01223474,-0.009547,0.0033226358,0.0079974225,-0.004209874,0.0074086064,0.0038900718,0.0045165806,-0.013966273,0.007986521,-0.01577057,0.021546865,0.01516447,0.009758064,0.011770026,0.00039042285,-0.011897357,0.0026636366,0.015282967,-0.0012076255,0.010858199,-0.0035654395,-0.0047051995,0.00036575555,0.006537513,-0.0043345224,0.008242111,0.005661275,0.0053955424,-0.0020630988,0.0029314298,-0.006739284,0.026311778,0.0052425535,-0.0049109277,0.0014104765,0.0066289282,0.0052422173,0.011255938,0.015097981,-0.006795502,0.011491675,0.0017815394,0.0014683573,0.007176777,-0.004558824,0.009432609,-0.014093239,0.015081589,0.0041232468,0.0023221467,0.0019440902,0.0018773476,0.003796231,0.02068847,-0.00046904504,-0.0058792103,0.020289976,0.021898283,0.0136994235,0.011233295,0.00047987964,0.0070242914,0.015483546,0.008412347,-0.0019730579,0.0039721127,0.010911175,0.0014406263,0.0062677716,0.0008389343,0.0077146264]"
